Name,Age,Date,Monthly_Family_Income,Option_Selected,Experience,Unknown_feature,City,Country,Work_Authorization,Gender,Contact_number,Email,Marital_Status,Employment_type,Applied_role,Skill_1,Skill_2,Rating,Applied_company
Devon Nelson,42,05-12-25,87873,C,No,1,Garciabury,Ghana,1,Other,19206882605,not_provided,single,freelancer,Purchasing manager,Unknown,PowerBI,5,Unknown
William Lawrence,42,05-12-25,19913,C,Yes,1,New Beckytown,Svalbard & Jan Mayen Islands,1,F,+18961724778x0263,not_provided,married,freelancer,Materials engineer,Unknown,Unknown,0,"Ramos, Watts and Myers"
Jennifer Matthews,42,05-12-25,46614,C,No,3,Nguyenstad,Tanzania,0,F,+14533095464x4876,not_provided,single,freelancer,"Designer, graphic",Excel,R,1,Unknown
Brenda Green,42,05-12-25,79727,B,No,3,New Zachary,Guatemala,1,M,+18347531015x6665,ryan00@hotmail.com,single,employed,Chief Financial Officer,SQL,Unknown,5,Unknown
Nicole Jackson,44,05-12-25,66807,UNKNOWN,Yes,3,East Mistyhaven,Bulgaria,0,M,10645968196,not_provided,single,freelancer,Mudlogger,SQL,Tableau,0,Barrett PLC
Kimberly Ingram,42,05-12-25,128243,A,Yes,3,Lopezchester,Vietnam,0,M,124139533,not_provided,single,freelancer,Brewing technologist,SQL,PowerBI,9,Unknown
Daniel Hernandez,45,05-12-25,52305,C,Yes,3,New Brady,Swaziland,1,M,+19217742247x1711,not_provided,single,freelancer,Secretary/administrator,Unknown,Unknown,6,Unknown
Tracey Sanders,42,05-12-25,22624,A,No,3,North Kenneth,Nauru,1,F,+17447958435x641,thompsonchristopher@hotmail.com,married,freelancer,"Therapist, nutritional",Python,R,7,Unknown
Vanessa Jones,54,05-12-25,87414,B,No,1,Adrianbury,Falkland Islands (Malvinas),1,F,+11035307406x06289,not_provided,single,unemployed,Community pharmacist,Excel,R,4,Unknown
James Ryan,46,05-12-25,133765,A,Yes,2,Heatherside,Ghana,1,Other,15211558523,imendoza@yahoo.com,single,employed,"Surveyor, planning and development",Python,R,1,Unknown
Stephanie Drake,42,05-12-25,27600,B,Yes,4,Port Paulshire,Azerbaijan,1,Other,+14985001764x478,not_provided,married,employed,Rural practice surveyor,Excel,Tableau,5,Unknown
Theodore Mooney,42,05-12-25,95312,C,No,2,Lorimouth,Rwanda,0,F,+10629337783x64868,not_provided,single,employed,"Education officer, community",Unknown,Tableau,4,Unknown
Sarah Campbell,59,05-12-25,45421,C,No,2,North Rogermouth,China,0,Other,+11708116326x9997,mwu@page.com,single,employed,"Horticulturist, commercial",Excel,Unknown,4,Unknown
Melissa Butler,42,05-12-25,12939,B,Yes,3,Port Jenniferview,Indonesia,1,M,+10692977785x433,nicholasshah@gmail.com,married,freelancer,Immunologist,Unknown,PowerBI,0,Unknown
Robert Taylor,42,05-12-25,94179,C,No,1,Port Christina,Saint Helena,1,Other,11674844940,not_provided,married,freelancer,Tourism officer,Unknown,Unknown,1,Edwards Ltd
Katrina Garcia,42,05-12-25,80655,B,Yes,3,Caldwellbury,Iran,0,F,+15808290181x5797,not_provided,single,unemployed,Community development worker,Excel,Unknown,5,Richardson Ltd
Gerald Robbins,42,05-12-25,104664,C,No,1,West Barbaraborough,Cuba,1,F,19856565711,dcoleman@gutierrez.biz,married,freelancer,Actuary,Unknown,Tableau,6,Unknown
Michelle Yoder,42,05-12-25,128628,A,No,2,East Stanleyhaven,United Arab Emirates,0,Other,+12556777751x204,not_provided,single,unemployed,Horticultural consultant,Unknown,R,2,"Washington, Rodriguez and Castillo"
Michael Johnson,42,05-12-25,74300,A,No,2,Shermanborough,Benin,0,M,12880249262,not_provided,married,freelancer,Metallurgist,Python,Tableau,7,Harris-Logan
Desiree Myers,42,05-12-25,76685,B,Yes,2,East Sharon,Samoa,1,Other,839417786,not_provided,married,freelancer,Armed forces technical officer,Excel,R,1,Hendricks LLC
Joshua Hill,42,05-12-25,92829,B,No,3,North Kathleenberg,Norway,0,F,+16510149501x8873,not_provided,single,freelancer,"Scientist, marine",SQL,PowerBI,5,Unknown
Jason Shaw,32,05-12-25,102943,UNKNOWN,Yes,4,New Ralphland,Spain,0,F,+12844887396x123,not_provided,single,employed,Clinical biochemist,Unknown,Unknown,5,Unknown
Linda Johnson,42,05-12-25,61955,A,No,2,Aguilarmouth,Serbia,1,F,+13641372395x60407,not_provided,single,unemployed,Jewellery designer,Unknown,R,3,"Garcia, Sanders and Smith"
Tamara Montgomery,42,05-12-25,83774,B,Yes,2,Lake Christinabury,Macao,0,Other,+14187339992x1200,not_provided,single,employed,Physiotherapist,Python,Unknown,8,Smith Inc
Andrew Vaughn,42,05-12-25,103686,C,No,4,Lake Larry,Papua New Guinea,0,F,12615484154,not_provided,married,employed,Higher education lecturer,Excel,Unknown,6,Brown Ltd
Raymond Vasquez,42,05-12-25,24079,A,No,3,Goodwinmouth,Brazil,0,Other,+19025853024x9504,gerald98@ross-jones.net,married,freelancer,Financial controller,Excel,Tableau,3,Unknown
Michelle Martinez,42,05-12-25,58611,UNKNOWN,No,3,Heatherberg,Micronesia,1,Other,+10318618126x6233,not_provided,married,employed,"Teacher, music",Python,R,4,"Mendoza, Lynch and Martinez"
Dr. Joseph Cortez,42,05-12-25,128074,C,No,3,East Roberttown,Egypt,0,F,17420884818,vrojas@hotmail.com,married,unemployed,Equities trader,Excel,R,8,Unknown
Theodore Brown,42,05-12-25,56430,C,No,4,Davisburgh,Jordan,0,M,10606179575,not_provided,married,freelancer,"Scientist, forensic",Unknown,Unknown,7,Unknown
Vanessa Hogan,42,05-12-25,7477,C,Yes,4,Shawnstad,Monaco,0,Other,+19408401053x984,not_provided,single,employed,Sports therapist,Excel,Tableau,3,Unknown
Dr. David Martin,37,05-12-25,107015,A,No,4,North Lauren,Libyan Arab Jamahiriya,0,M,+17749624075x8689,not_provided,single,employed,Theatre director,Excel,Unknown,3,Unknown
Alyssa Cole,42,05-12-25,108993,C,Yes,3,Port Seanmouth,Guam,0,Other,+19329322103x234,not_provided,married,freelancer,Geophysical data processor,Unknown,Unknown,6,Unknown
Carol Jimenez,42,05-12-25,82431,A,Yes,1,West Sean,Svalbard & Jan Mayen Islands,0,F,+12098976130x87341,not_provided,married,freelancer,Hydrologist,Python,R,1,Unknown
Amy Fisher,42,05-12-25,75717,B,No,1,Allenfurt,China,0,F,18379496997,not_provided,married,employed,Solicitor,Excel,PowerBI,5,Unknown
Rachel Williams,42,05-12-25,105987,A,Yes,4,Lake Sarah,Fiji,0,M,11053362305,not_provided,married,unemployed,General practice doctor,Unknown,Tableau,10,Coleman-Johnson
Michael Noble,42,05-12-25,56261,B,Yes,2,Port Kevin,Ukraine,1,M,+19886236184x2258,not_provided,married,freelancer,Computer games developer,Unknown,R,7,"Martin, Ware and Villanueva"
John Kidd,42,05-12-25,89060,A,No,3,New Victoriaberg,Cuba,0,F,+13542760823x1383,not_provided,married,freelancer,Further education lecturer,Unknown,Tableau,5,"Fletcher, Patel and Herrera"
Steve Patel,42,05-12-25,27277,B,No,2,Natashaburgh,Finland,1,F,+11445314116x2325,not_provided,single,employed,Web designer,Unknown,R,6,Unknown
Kevin Lowe,42,05-12-25,83712,A,Yes,1,Edwardton,Nauru,0,M,+12138143404x2584,not_provided,married,unemployed,Biomedical scientist,Unknown,Tableau,8,Unknown
Maria Mitchell,42,05-12-25,65779,UNKNOWN,No,2,Conleyview,Denmark,1,M,18874352128,millerdavid@yahoo.com,married,freelancer,Child psychotherapist,Unknown,Unknown,6,Unknown
Patrick Liu,42,05-12-25,34945,C,No,4,North Jade,Sao Tome and Principe,0,Other,11877839764,not_provided,single,unemployed,Armed forces technical officer,Python,PowerBI,3,"Hall, Mueller and Wilson"
Diana Huffman MD,53,05-12-25,54046,C,No,3,Mooreport,Nepal,1,Other,17778624399,brandondavis@gmail.com,married,unemployed,Chemical engineer,SQL,Unknown,8,Unknown
Kathleen Avila,42,05-12-25,113955,B,No,2,Lake Veronica,Burkina Faso,1,Other,+11189823627x8214,josephthomas@hotmail.com,married,freelancer,"Engineer, mining",Excel,R,3,Unknown
Mark Rogers,36,05-12-25,134843,A,No,1,Lake Richard,Malaysia,1,Other,+14487535112x350,not_provided,single,unemployed,Administrator,Excel,Unknown,8,Unknown
Ryan Sanchez,45,05-12-25,59164,A,Yes,2,Murphyshire,Thailand,1,Other,+11379839793x85722,not_provided,married,freelancer,Soil scientist,Python,R,9,Campbell PLC
Dawn Ware,39,05-12-25,130226,B,No,4,Elizabethhaven,Nigeria,1,M,18618604299,amanda29@martinez-browning.com,single,freelancer,Health and safety adviser,Python,Tableau,6,Unknown
Alexander Macdonald,42,05-12-25,117561,C,No,2,Ericksonbury,Mayotte,1,M,+13335068317x527,fhester@cox.net,single,employed,Animal technologist,Python,Tableau,8,Unknown
William Wilson,50,05-12-25,19304,A,No,4,Stewartmouth,Timor-Leste,1,F,+14956364363x601,not_provided,single,unemployed,Sports administrator,Excel,R,5,Unknown
David Scott,42,05-12-25,50290,UNKNOWN,Yes,1,Lake Nicole,Aruba,1,M,+12999095088x93385,not_provided,married,employed,Community education officer,Excel,Unknown,8,Wallace Ltd
Michael Carlson,42,05-12-25,116037,UNKNOWN,Yes,4,Davidshire,Mali,0,Other,+14929620824x223,brandonspencer@yahoo.com,married,employed,Archivist,Unknown,Tableau,2,Unknown
Alyssa Hampton DDS,42,05-12-25,22331,B,Yes,3,Ryanport,Cocos (Keeling) Islands,0,M,14648176782,jacksonconnie@hotmail.com,single,unemployed,"Therapist, art",Excel,Unknown,9,Unknown
Linda Morris,42,05-12-25,70080,UNKNOWN,No,3,South James,Italy,1,M,13853869362,not_provided,single,freelancer,Prison officer,Excel,Tableau,3,Unknown
Casey Harris,42,05-12-25,56228,B,No,2,New Carolyn,Palestinian Territory,1,F,12612961354,bhowell@jimenez.net,married,freelancer,Tour manager,Python,PowerBI,5,Unknown
Desiree Daugherty,42,05-12-25,27256,B,No,2,Curtishaven,Tokelau,1,M,15693714072,not_provided,single,unemployed,Manufacturing engineer,SQL,Tableau,4,Simmons-Freeman
Amanda Reeves,44,05-12-25,59430,A,Yes,4,Donaldbury,Mali,0,M,12880080600,perezkara@smith-weber.net,married,freelancer,Forest/woodland manager,Unknown,PowerBI,3,"Proctor, Watkins and Olson"
Victoria Odonnell,42,05-12-25,61286,C,Yes,3,Smithstad,Costa Rica,0,F,10315807934,rileychristopher@hotmail.com,married,freelancer,Editorial assistant,Unknown,Unknown,8,Carr LLC
Kevin Medina,42,05-12-25,11832,C,No,2,Smithfort,Armenia,1,Other,+15365080098x0530,hsnow@gmail.com,single,employed,Analytical chemist,Python,Unknown,3,Unknown
Zachary Allen,42,05-12-25,57812,C,No,3,Amandahaven,British Virgin Islands,0,Other,+13227909637x186,deborahbrown@jordan.info,single,unemployed,Estate manager/land agent,Unknown,Tableau,1,Unknown
Jorge Cardenas,42,05-12-25,32291,C,No,3,Paulfurt,Morocco,1,F,13232647287,not_provided,single,unemployed,Furniture conservator/restorer,Excel,R,7,Unknown
Stacy Garcia,42,05-12-25,130695,A,No,4,Collierburgh,Sweden,1,M,12715199381,not_provided,single,freelancer,Stage manager,Python,PowerBI,1,Merritt LLC
Scott Coleman,41,05-12-25,130915,A,Yes,1,Lake Zachary,Bhutan,0,F,+16071960842x963,not_provided,single,employed,Special educational needs teacher,Unknown,PowerBI,4,Carter-Roberts
Dean Ortiz,42,05-12-25,30350,B,No,1,South Kristopherport,Tajikistan,0,M,+13513611882x77209,murrayclayton@brown.com,single,unemployed,Patent attorney,Unknown,Unknown,8,Unknown
Mariah Ray,45,05-12-25,43765,B,No,3,Lake Bobbyton,Nepal,1,M,+16829666413x552,not_provided,single,unemployed,"Education officer, community",Python,R,8,Nunez Inc
Julie Anderson,42,05-12-25,114994,B,Yes,2,Barretttown,Armenia,0,Other,16612151425,not_provided,single,employed,Futures trader,Unknown,PowerBI,4,Unknown
Theresa Randall,42,05-12-25,28406,A,No,2,Davidmouth,Saint Pierre and Miquelon,1,F,11268388021,not_provided,married,employed,"Scientist, physiological",Unknown,Tableau,1,Wood LLC
Alan Wagner,42,05-12-25,142438,A,No,2,Port Williamtown,Nauru,0,M,+16501356262x6271,cstone@hotmail.com,single,unemployed,Electronics engineer,Excel,R,3,Page Group
Jose Hutchinson,42,05-12-25,37472,A,No,3,Wiseville,Bermuda,1,M,+16611741890x1321,not_provided,married,freelancer,"Therapist, horticultural",Unknown,Unknown,5,"Figueroa, Contreras and Gonzalez"
Mary Woods,61,05-12-25,50403,A,No,3,East Kevinstad,Saudi Arabia,1,Other,+17900456995x82707,not_provided,married,freelancer,"Nurse, mental health",Unknown,R,3,Ramirez-Gilbert
Richard Bradshaw,42,05-12-25,109111,B,Yes,3,New Alexis,Guatemala,1,Other,+10145798477x371,not_provided,single,freelancer,Paediatric nurse,Excel,Unknown,1,Perez LLC
Tyler Colon,42,05-12-25,14258,A,No,2,Sanfordborough,Guadeloupe,0,Other,18126845773,not_provided,single,freelancer,Speech and language therapist,Unknown,R,2,Unknown
Lisa Smith,42,05-12-25,141395,B,No,4,Daviestown,India,0,Other,16308125868,kingwilliam@carter-brown.com,single,freelancer,Historic buildings inspector/conservation officer,Excel,PowerBI,7,Unknown
Brian Palmer,42,05-12-25,29967,UNKNOWN,No,4,Thomasburgh,Macedonia,0,Other,+10625171287x1075,eric45@yahoo.com,single,employed,Structural engineer,SQL,Unknown,7,Gray-Williams
Thomas Holt,28,05-12-25,91742,B,Yes,4,East Jessica,Cote d'Ivoire,0,M,+15615332454x116,not_provided,single,employed,Forensic scientist,SQL,PowerBI,7,"Mccarty, Gonzalez and Wu"
Crystal Abbott,42,05-12-25,63129,A,No,3,Heathfurt,Gibraltar,0,F,+10301547629x945,not_provided,single,employed,Medical illustrator,Excel,Tableau,7,Unknown
Nathan White,42,05-12-25,56359,A,Yes,4,Chandlerport,Algeria,0,Other,14659005532,katherinemunoz@hotmail.com,single,employed,Analytical chemist,Unknown,PowerBI,10,Unknown
Carl Neal,55,05-12-25,137172,C,No,1,Thompsonchester,Iraq,1,Other,18238641952,not_provided,single,unemployed,Glass blower/designer,SQL,Unknown,2,Unknown
Anthony Gregory,26,05-12-25,89369,A,Yes,4,Wyattfurt,Costa Rica,0,Other,+19026777174x28070,not_provided,single,freelancer,Amenity horticulturist,Unknown,Tableau,2,Cantu-Brooks
Joseph Fry,42,05-12-25,148604,C,Yes,2,Santosfurt,Sierra Leone,0,F,+15790088262x426,davidchen@hotmail.com,married,freelancer,"Nurse, learning disability",SQL,Tableau,8,Unknown
Briana Bennett,50,05-12-25,78167,UNKNOWN,Yes,2,Simmonsstad,Bouvet Island (Bouvetoya),0,Other,+13560604497x8657,not_provided,single,freelancer,Recycling officer,Unknown,Tableau,0,Unknown
Theresa Harper,50,05-12-25,110753,B,No,2,Hillberg,Macao,0,Other,+10602303910x6526,not_provided,married,freelancer,Geographical information systems officer,SQL,Unknown,8,Neal and Sons
Cindy Cooper,29,05-12-25,55941,B,No,1,North Joshuafort,Palau,1,Other,+18880148928x749,not_provided,single,freelancer,Chiropodist,Excel,R,1,Unknown
Kayla Hall,42,05-12-25,98621,C,No,1,Timothychester,Fiji,0,M,17349732557,rossdavid@hotmail.com,married,freelancer,Television camera operator,Unknown,Unknown,5,Unknown
Timothy Phillips,42,05-12-25,100549,C,Yes,2,West Angela,Iceland,1,Other,15269572138,lauren39@yahoo.com,married,freelancer,"Conservation officer, historic buildings",Python,R,2,Unknown
Jeremy Arnold,42,05-12-25,99041,B,No,4,North Douglasberg,Pitcairn Islands,1,F,11869837664,not_provided,single,freelancer,Retail banker,SQL,Unknown,3,Clark-Garcia
Brittany Barton,42,05-12-25,25404,UNKNOWN,Yes,4,Flemingchester,Bolivia,0,M,10047365839,not_provided,single,freelancer,"Social research officer, government",Unknown,Unknown,9,Unknown
Veronica Gill,50,05-12-25,25208,B,Yes,2,Gordonbury,Taiwan,0,F,+15972798990x9177,swansondana@gmail.com,single,freelancer,"Engineer, manufacturing systems",Excel,Tableau,6,Young-Lee
Benjamin Mcdonald,64,05-12-25,130572,A,No,2,Normanmouth,Yemen,1,M,+19201356657x8950,cassidysmith@yahoo.com,single,unemployed,Secondary school teacher,Unknown,Unknown,2,Unknown
Laura Fisher,42,05-12-25,30615,UNKNOWN,No,3,West Steven,Turks and Caicos Islands,0,F,13960937901,martinezronald@mcdonald-johnson.com,married,employed,Paediatric nurse,Unknown,Unknown,4,Unknown
Joseph Stephens,42,05-12-25,100851,B,Yes,2,Cainberg,Guinea,0,Other,+11821813733x02951,not_provided,married,unemployed,Barrister's clerk,Python,Unknown,8,Torres LLC
Rachel Miller,42,05-12-25,109367,C,Yes,1,Clementston,Cook Islands,0,M,18769854025,not_provided,married,employed,"Engineer, manufacturing systems",SQL,Unknown,6,"Mosley, Brooks and Stephenson"
Donna Booker,42,05-12-25,141578,B,No,1,Davidbury,Mexico,0,Other,10981985247,not_provided,single,unemployed,Equality and diversity officer,Unknown,R,3,Unknown
Dean French,42,05-12-25,49428,A,No,2,West Bruce,Tunisia,1,F,14008059094,vhanson@yahoo.com,married,unemployed,Product/process development scientist,Python,Unknown,6,Unknown
Adrian Hanna,42,05-12-25,74035,A,Yes,1,Alexisland,Hungary,0,Other,11890055327,vbarry@murray-romero.com,married,unemployed,Chief Executive Officer,Python,R,3,Unknown
Eric Stone,42,05-12-25,146944,A,No,3,Alexanderport,Aruba,0,Other,+12495404415x238,not_provided,married,employed,Barista,SQL,Unknown,4,Duarte-Barnes
Cameron Prince,41,05-12-25,114862,C,No,4,Laurenland,Burkina Faso,1,Other,+19553126024x46840,beth70@gmail.com,married,freelancer,Dealer,SQL,PowerBI,4,Unknown
Valerie Leblanc,42,05-12-25,44203,A,Yes,2,Port Michael,Puerto Rico,1,F,+15107051257x506,asmith@mcguire-moran.com,single,employed,"Solicitor, Scotland",Python,R,8,Unknown
Heather Martin,42,05-12-25,42971,C,No,4,South Tammychester,Fiji,1,M,14176291195,daniel30@yahoo.com,married,freelancer,"Education officer, community",SQL,R,5,Unknown
Richard Torres,42,05-12-25,144928,B,No,4,New Michelleland,Turks and Caicos Islands,0,M,+17984823509x2598,not_provided,single,freelancer,Information systems manager,Unknown,R,2,Hess-Mills
David Beasley,18,05-12-25,40730,C,Yes,4,Nicholasshire,Timor-Leste,1,M,17265576005,not_provided,married,employed,Hydrologist,Unknown,R,9,Unknown
Denise Sanders,42,05-12-25,10084,C,Yes,3,Shawburgh,Estonia,1,F,18144372125,garyhuynh@yahoo.com,single,freelancer,"Engineer, land",SQL,Unknown,0,Unknown
Steven Castaneda,43,05-12-25,55382,B,Yes,1,South Roberthaven,Croatia,1,F,16773308241,not_provided,married,unemployed,Colour technologist,Excel,Tableau,7,Unknown
Stephen Grant,42,05-12-25,28456,A,No,4,Lake Jerry,Finland,1,F,+13151851068x8953,not_provided,single,employed,Commercial/residential surveyor,Python,Tableau,8,Unknown
James Roth,42,05-12-25,53923,B,No,3,Sarahmouth,Guatemala,0,Other,16920636843,not_provided,married,employed,Clinical psychologist,Unknown,Tableau,7,Patterson LLC
Jacob Solomon,42,05-12-25,79220,C,Yes,1,Lake Belinda,Dominican Republic,1,M,18168242171,alexandercannon@gmail.com,single,employed,Transport planner,SQL,Tableau,0,Unknown
Emily Lopez,49,05-12-25,20912,C,Yes,4,Garciahaven,Saint Vincent and the Grenadines,1,Other,14823491997,not_provided,single,unemployed,Psychiatrist,Python,Unknown,0,Unknown
Kathryn Cordova,42,05-12-25,32659,C,No,3,North Michaelview,Guadeloupe,1,M,+18484762117x27324,eric89@hotmail.com,married,freelancer,Clinical embryologist,Unknown,Unknown,5,Unknown
Kevin Francis,42,05-12-25,97359,C,No,3,Port Dennisstad,Norfolk Island,1,M,+14181319295x534,not_provided,married,freelancer,Computer games developer,Unknown,Tableau,9,Unknown
Geoffrey Spence,42,05-12-25,71607,C,No,4,New Dorothyshire,Gabon,0,M,+15506288312x4986,not_provided,single,freelancer,Computer games developer,Unknown,PowerBI,8,Unknown
Jeffrey Weiss,42,05-12-25,29999,B,Yes,4,Marilynland,Swaziland,0,M,not_provided,amyallen@hughes.com,married,freelancer,Industrial buyer,Unknown,Unknown,1,Unknown
Sara Smith,42,05-12-25,105266,A,Yes,2,South Joanna,Niue,1,Other,+15731409335x902,not_provided,married,freelancer,"Surveyor, mining",Unknown,Tableau,2,Unknown
Joel Griffith,42,05-12-25,137311,B,No,4,Garzashire,Mauritius,1,F,11736141604,nicholas23@brown.com,married,freelancer,Fish farm manager,Excel,Unknown,9,Unknown
David Williams,42,05-12-25,109471,B,Yes,3,East Andrewhaven,Chile,0,F,not_provided,not_provided,married,employed,Animal technologist,Unknown,Unknown,3,Unknown
Brandon Miller,42,05-12-25,23781,B,Yes,3,Jeffreyberg,Pitcairn Islands,1,M,19273210504,not_provided,single,unemployed,Diplomatic Services operational officer,Python,R,3,Jones-Reed
Dana Gardner,42,05-12-25,148864,B,Yes,4,Simpsonland,Marshall Islands,0,M,+19301432554x4014,not_provided,single,freelancer,Magazine features editor,SQL,PowerBI,4,Unknown
Charles Smith,42,05-12-25,28014,UNKNOWN,Yes,2,New Suzanneville,Cameroon,0,M,11258644028,yanglisa@cox-thornton.com,married,unemployed,"Surveyor, minerals",Python,Unknown,5,"Walker, Mayo and Ortega"
Derrick Collins,42,05-12-25,65532,A,No,3,Charlesport,Christmas Island,1,Other,15398788917,joyharrison@norman.com,married,unemployed,Ship broker,Unknown,Unknown,7,Unknown
Jamie Gutierrez MD,42,05-12-25,15095,C,Yes,4,Stewartborough,Netherlands,1,M,13160871267,dbarrett@gmail.com,single,employed,"Programmer, applications",Unknown,Unknown,8,Unknown
Emily Hampton,42,05-12-25,148237,C,Yes,4,Kimberlyborough,Suriname,1,M,+19298067506x82733,lhorton@hotmail.com,married,unemployed,Automotive engineer,Unknown,Tableau,7,Unknown
Richard Robbins,30,05-12-25,8200,A,No,4,Brownchester,India,1,F,+14003679433x836,not_provided,married,unemployed,Control and instrumentation engineer,Unknown,Unknown,7,Scott Inc
Charles Dixon,46,05-12-25,69150,B,Yes,2,South Jacobside,France,0,M,not_provided,amymccarthy@dean-stout.info,married,employed,Careers information officer,Python,PowerBI,2,Unknown
Sarah Davenport,42,05-12-25,27990,A,Yes,4,Lake Morganburgh,Turks and Caicos Islands,0,F,+14168601123x14499,not_provided,married,unemployed,Retail manager,Unknown,Unknown,8,Unknown
Dale Gordon,42,05-12-25,14395,B,Yes,3,North Michaelborough,United Arab Emirates,1,M,+14808276326x170,robinhenry@hotmail.com,married,freelancer,Charity fundraiser,Excel,R,7,Unknown
Anthony Miller,42,05-12-25,51040,A,No,3,West Markport,British Virgin Islands,1,F,+17193538750x85446,philip98@gmail.com,married,freelancer,Clinical research associate,SQL,Unknown,8,Jenkins Ltd
Carl Raymond,42,05-12-25,107122,C,No,1,Grahamtown,Uzbekistan,1,Other,+11567857286x559,not_provided,single,freelancer,Risk analyst,Unknown,PowerBI,7,Unknown
Jessica Murphy MD,42,05-12-25,142265,B,No,2,Jenniferport,Mauritania,1,F,+10613850768x551,not_provided,married,unemployed,Occupational psychologist,Excel,Unknown,6,Unknown
Benjamin Owen,42,05-12-25,63666,C,No,3,Christopherville,Syrian Arab Republic,1,Other,+19629009323x249,ecalderon@yahoo.com,single,freelancer,Cartographer,Unknown,Unknown,0,Unknown
William Mitchell,42,05-12-25,113381,A,No,2,Nicoleview,Afghanistan,0,M,+10869056573x817,not_provided,single,freelancer,"Nurse, mental health",SQL,Unknown,6,Quinn-Berger
Timothy Brown,42,05-12-25,50373,B,No,4,Ramirezville,Nicaragua,1,F,+15500937846x5483,not_provided,married,freelancer,Dentist,Unknown,PowerBI,7,Unknown
Joy Hill,42,05-12-25,82118,A,No,1,Rhondaborough,Ecuador,1,M,13705078550,not_provided,married,employed,"Therapist, nutritional",Python,PowerBI,3,White PLC
Jill Hernandez,42,05-12-25,105346,UNKNOWN,Yes,4,Jasonfort,Mali,0,F,+15712559732x46454,not_provided,married,unemployed,"Designer, graphic",Unknown,Unknown,5,"Murphy, Juarez and Smith"
Roberto Jones,57,05-12-25,149716,B,Yes,3,Kingville,Lao People's Democratic Republic,0,F,17036058285,not_provided,single,unemployed,Professor Emeritus,Unknown,Tableau,8,Stuart-Cain
Jason Johnson,42,05-12-25,14926,UNKNOWN,No,1,Kleinland,Greenland,0,M,+17707218450x32234,rhodges@gmail.com,single,unemployed,Restaurant manager,Unknown,PowerBI,8,Unknown
Alexander Lee,23,05-12-25,25468,B,No,3,New Michael,Denmark,1,Other,18198182108,not_provided,single,unemployed,Publishing copy,Unknown,Unknown,7,Unknown
Andrew Cole,42,05-12-25,82232,B,No,1,East Vincentside,Argentina,0,M,14495106750,not_provided,single,unemployed,Higher education lecturer,Unknown,Tableau,9,Unknown
Gary Hudson,42,05-12-25,132076,B,No,1,South George,Belize,1,Other,+17481517928x7589,not_provided,married,employed,Dance movement psychotherapist,Python,R,4,Unknown
Kimberly Lucas,65,05-12-25,44619,B,No,2,Lake Amandashire,Malawi,1,F,+10869620994x51043,not_provided,married,employed,Psychiatrist,Excel,R,1,Unknown
Gina Jimenez,56,05-12-25,113251,UNKNOWN,No,1,Nicholasport,Chile,1,F,11613448878,yrichardson@young.com,single,employed,"Pharmacist, hospital",Python,PowerBI,0,Unknown
Martha Bean,42,05-12-25,144597,A,Yes,4,Kennedymouth,Argentina,0,Other,+10826198451x04265,not_provided,married,unemployed,Education administrator,Unknown,PowerBI,4,"Porter, Alvarez and Osborne"
Kimberly Daniel,42,05-12-25,68385,A,Yes,3,Gregorymouth,Antigua and Barbuda,0,Other,13447311851,not_provided,single,employed,"Producer, television/film/video",Excel,PowerBI,6,Unknown
Alexander Andersen,51,05-12-25,79264,B,No,1,Connieport,Philippines,1,F,not_provided,patrickmiranda@kelly-arnold.com,single,employed,Occupational therapist,SQL,Unknown,10,Unknown
Thomas Smith,42,05-12-25,133989,B,No,2,South Robertport,Tokelau,1,F,+10200793054x321,not_provided,single,unemployed,Audiological scientist,Python,PowerBI,0,Unknown
Alexander Thompson,42,05-12-25,110883,B,No,2,Danielmouth,Bhutan,1,M,+14135206162x0868,not_provided,single,employed,Gaffer,Unknown,Unknown,5,Jones-Schmidt
Tammy Miles,42,05-12-25,28767,C,No,3,Simmonsstad,Western Sahara,1,F,+12903004604x5594,not_provided,married,unemployed,Museum education officer,Unknown,PowerBI,6,Unknown
Steven Powers,42,05-12-25,99178,A,Yes,1,Hallfurt,Mozambique,0,F,14684944011,jamesscott@gonzalez-williams.org,single,unemployed,Fish farm manager,Excel,Unknown,3,"Smith, Stevens and Romero"
Lindsey Burke,42,05-12-25,135989,UNKNOWN,No,1,Dorisberg,Georgia,1,Other,+16253523676x64101,susangarcia@thompson.com,single,employed,Health promotion specialist,Unknown,PowerBI,3,Unknown
Carla Smith,42,05-12-25,145656,C,No,2,West Stephanie,Kazakhstan,1,M,18212031852,not_provided,married,unemployed,IT technical support officer,Excel,Unknown,9,Unknown
Victoria Cunningham,22,05-12-25,110384,C,Yes,4,North Jessicafort,Eritrea,0,Other,18650071783,michelemarquez@hotmail.com,single,unemployed,Games developer,SQL,R,1,Unknown
Lucas Wood,35,05-12-25,101974,B,No,4,Haasville,Iran,0,F,+16372274084x14099,marymurphy@montes.com,married,employed,"Buyer, retail",Unknown,Unknown,2,Unknown
Rose Wood,42,05-12-25,59554,B,Yes,2,Wolfemouth,Mozambique,1,F,+13363984922x475,not_provided,single,freelancer,"Administrator, local government",SQL,Tableau,10,Unknown
William Hughes,42,05-12-25,49547,C,No,1,Port Justin,Cayman Islands,0,M,+16258910838x9558,not_provided,married,freelancer,"Research officer, trade union",Unknown,Unknown,4,Unknown
